[2025-09-14 23:55:45] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:45] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:45] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:45] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:45] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:46] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:46] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:46] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:46] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:46] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:46] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:46] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:46] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:47] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:47] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:47] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:47] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:47] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:47] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:47] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:47] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:48] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:48] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:48] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:48] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:48] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:48] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:55:48] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:10] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:11] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:11] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:11] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:12] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:13] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:14] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:14] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:15] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:15] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:16] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:16] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:17] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:18] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:18] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:19] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:19] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:20] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:20] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:20] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:21] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:21] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:21] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:21] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:21] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:21] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:21] [Error] Echec de la sauvegarde de l'image
[2025-09-14 23:56:22] [Error] Echec de la sauvegarde de l'image
[2025-09-15 00:08:56] [Info] Successfull deleted media: 57
[2025-09-15 00:09:16] [Warning] Tried to delete borrowed media: 56
[2025-09-15 10:34:51] [Info] Successfull deleted media: 53
[2025-09-15 10:49:38] [Error] Insert Error. Media Type: Movie | Media title: gjij | Type: PDOException | Message: SQLSTATE[01000]: Warning: 1265 Data truncated for column 'genre' at row 1
[2025-09-15 10:49:57] [Error] Insert Error. Media Type: Movie | Media title: ffjd | Type: PDOException | Message: SQLSTATE[01000]: Warning: 1265 Data truncated for column 'genre' at row 1
[2025-09-15 10:51:37] [Error] Insert Error. Media Type: Movie | Media title: ffjd | Type: PDOException | Message: SQLSTATE[01000]: Warning: 1265 Data truncated for column 'genre' at row 1
[2025-09-15 11:13:26] [Warning] Unable to find user with id#3
[2025-09-15 11:13:52] [Warning] Unable to find user with id#3
[2025-09-15 11:14:01] [Warning] Unable to find user with id#3
[2025-09-15 11:14:38] [Warning] Unable to find user with id#3
[2025-09-15 11:50:21] [Error] Insert Error. Media Type: Book | Media title: The Great Gatsby | Type: PDOException | Message: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry '9780743273565' for key 'isbn'
[2025-09-15 11:50:23] [Error] Insert Error. Media Type: Book | Media title: To Kill a Mockingbird | Type: PDOException | Message: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry '9780061120084' for key 'isbn'
[2025-09-15 11:50:24] [Error] Insert Error. Media Type: Book | Media title: 1984 | Type: PDOException | Message: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry '9780451524935' for key 'isbn'
[2025-09-15 11:50:25] [Error] Insert Error. Media Type: Book | Media title: The Hobbit | Type: PDOException | Message: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry '9780547928227' for key 'isbn'
[2025-09-15 11:50:26] [Error] Insert Error. Media Type: Book | Media title: Brave New World | Type: PDOException | Message: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry '9780060850524' for key 'isbn'
[2025-09-15 11:50:27] [Error] Insert Error. Media Type: Book | Media title: The Road | Type: PDOException | Message: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry '9780307387899' for key 'isbn'
[2025-09-15 11:50:28] [Error] Insert Error. Media Type: Book | Media title: Animal Farm | Type: PDOException | Message: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry '9780451526342' for key 'isbn'
[2025-09-15 11:50:28] [Error] Insert Error. Media Type: Book | Media title: The Catcher in the Rye | Type: PDOException | Message: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry '9780316769488' for key 'isbn'
[2025-09-15 13:05:47] [Info] User with id: 2 deleted
[2025-09-15 13:27:29] [Info] User with id: 1 deleted
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:07:28] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:34] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:09:38] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
[2025-09-15 15:10:13] [Error] Failed to create uploads/covers directories
